action_apraise_recorder,beam_coordinate,beam_head_coordinate,beam_tail_coordinate,box_half_up_coordinate,box_hand_relax_grap,box_up_coordinate,class_name,current_drill_gear,current_drill_gear_coordinate,current_pole_distance_not_in_hole,current_pole_number_in_hole,current_push_pull_gear,current_push_pull_gear_coordinate,hand_box_cloumns_1_coordinate,hand_box_cloumns_3_coordinate,hand_box_unstop_beam_driving_coordinate,hand_coordinate,hand_get_pole_at_beam_coordinate,hand_velocity,machine_angle_H,machine_angle_V,messure_drill,messure_push_pull,messure_water,oil_deep,order_name,order_parameter,pic_box_colum1_pole_number,pic_file,pic_hand_grap_faild,pole_angle_at_machine,pole_angle_at_machine_12colock,pole_angle_at_remote,push_pull_coordinate_begin,push_pull_coordinate_stop,tigger_coordinate_outer,tigger_head_move_coordinate,tigger_head_move_coordinate_middle,tigger_inner_coordinate,tigger_inner_drill_relax,tigger_inner_grap_coordinate,tigger_inner_relax_coordinate,tigger_outer_coordinate,tigger_outer_full_grap_coordinate,tigger_outer_full_open_coordinate,time_,velocity,water_deep,beam_acceleration,hand_acceleration,hand_box_cloumns_2_coordinate
65,726.1428571,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,572,541,953,1600,0,8,0,0,0.816833714,34,operator_top_forward_manual,,7,,,16,85,35,当前推拉坐标开始,当前推拉坐标终点,,9,10,34,0,114,24,34,95,25,44.2,16.42857143,78,0,210000,28
65,726.4714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,634,572,958,1550,0,20,0,0,0.838842476,45,operator_top_forward_manual,,10,,,162,159,283,当前推拉坐标开始,当前推拉坐标终点,,11,10,14,0,88,25,2,83,22,44.22,16.42857143,98,0,0,28
65,726.8,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,553,579,956,350,0,-1,0,0,0.66728919,26,operator_top_forward_manual,,2,,,7,31,128,当前推拉坐标开始,当前推拉坐标终点,,11,10,11,0,88,27,20,101,24,44.24,16.42857143,67,0,0,28
65,727.1285714,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,523,450,941,-6450,0,7,0,0,0.866001076,54,operator_top_forward_manual,,2,,,9,291,352,当前推拉坐标开始,当前推拉坐标终点,,10,10,3,0,81,3,21,95,9,44.26,16.42857143,95,0,0,28
65,727.4571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,515,477,945,1350,0,8,0,0,0.811864674,95,operator_top_forward_manual,,2,,,100,162,179,当前推拉坐标开始,当前推拉坐标终点,,10,10,9,0,90,34,3,112,17,44.28,16.42857143,34,0,390000,28
65,727.7857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,603,599,940,6100,0,3,0,0,0.988514051,41,operator_top_forward_manual,,4,,,101,42,289,当前推拉坐标开始,当前推拉坐标终点,,8,10,20,0,111,17,6,91,9,44.3,16.42857143,86,0,237500,28
65,728.1142857,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,507,468,957,-6550,0,1,0,0,0.313926851,95,operator_top_forward_manual,,0,,,243,25,129,当前推拉坐标开始,当前推拉坐标终点,,10,10,26,0,109,19,9,114,20,44.32,16.42857143,54,0,0,28
65,728.4428571,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,529,499,953,1550,0,10,0,0,0.511756851,81,operator_top_forward_manual,,5,,,37,150,53,当前推拉坐标开始,当前推拉坐标终点,,10,10,10,0,114,4,13,92,18,44.34,16.42857143,58,0,405000,28
65,728.7714286,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,632,567,956,3400,0,8,0,0,0.714407671,58,operator_top_forward_manual,,7,,,339,214,247,当前推拉坐标开始,当前推拉坐标终点,,9,10,28,0,93,28,15,99,25,44.36,16.42857143,38,0,92500,28
65,729.1,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,577,566,950,-50,0,17,0,0,0.896387711,48,operator_top_forward_manual,,3,,,201,24,24,当前推拉坐标开始,当前推拉坐标终点,,9,10,16,0,86,27,1,103,11,44.38,16.42857143,36,0,0,28
65,729.4285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,581,450,942,-5800,0,22,0,0,0.082527854,25,operator_top_forward_manual,,10,,,211,222,263,当前推拉坐标开始,当前推拉坐标终点,,10,10,30,0,101,18,25,101,27,44.4,16.42857143,24,0,0,28
65,729.7571429,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,471,535,950,4250,0,7,0,0,0.246448999,33,operator_top_forward_manual,,1,,,212,91,16,当前推拉坐标开始,当前推拉坐标终点,,9,10,18,0,118,27,3,115,33,44.42,16.42857143,28,0,502500,28
65,730.0857143,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,490,609,945,3700,0,16,0,0,0.14026161,33,operator_top_forward_manual,,1,,,249,108,174,当前推拉坐标开始,当前推拉坐标终点,,11,10,28,0,91,28,31,88,8,44.44,16.42857143,48,0,0,28
65,730.4142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,493,620,949,550,0,8,0,0,0.174476001,73,operator_top_forward_manual,,2,,,68,71,268,当前推拉坐标开始,当前推拉坐标终点,,11,10,25,0,117,26,30,102,1,44.46,16.42857143,32,0,0,28
65,730.7428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,626,578,943,-2100,0,21,0,0,0.964496072,61,operator_top_forward_manual,,9,,,251,95,75,当前推拉坐标开始,当前推拉坐标终点,,10,10,25,0,104,6,30,82,29,44.48,16.42857143,53,0,0,28
65,731.0714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,555,523,958,-2750,0,4,0,0,0.487651763,23,operator_top_forward_manual,,3,,,121,96,147,当前推拉坐标开始,当前推拉坐标终点,,10,10,32,0,81,13,32,82,32,44.5,16.42857143,79,0,0,28
65,731.4,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,535,581,958,2900,0,-1,0,0,0.181301678,22,operator_top_forward_manual,,9,,,264,311,52,当前推拉坐标开始,当前推拉坐标终点,,9,10,4,0,82,16,1,108,18,44.52,16.42857143,84,0,282500,28
65,731.7285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,512,552,958,-1450,0,21,0,0,0.509206645,97,operator_top_forward_manual,,2,,,33,111,216,当前推拉坐标开始,当前推拉坐标终点,,10,10,21,0,113,13,2,86,13,44.54,16.42857143,96,0,0,28
65,732.0571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,577,629,948,3850,0,0,0,0,0.162670075,82,operator_top_forward_manual,,8,,,160,251,225,当前推拉坐标开始,当前推拉坐标终点,,10,10,2,0,90,31,29,82,4,44.56,16.42857143,76,0,265000,28
65,732.3857143,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,572,493,951,-6800,0,1,0,0,0.699445487,26,operator_top_forward_manual,,9,,,174,48,132,当前推拉坐标开始,当前推拉坐标终点,,9,10,28,0,95,18,33,86,28,44.58,16.42857143,40,0,0,28
65,732.7142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,497,488,953,-250,0,17,0,0,0.499767277,89,operator_top_forward_manual,,9,,,86,293,179,当前推拉坐标开始,当前推拉坐标终点,,9,10,25,0,116,6,29,83,25,44.6,16.42857143,59,0,327500,28
65,733.0428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,628,567,943,3950,0,14,0,0,0.184650293,96,operator_top_forward_manual,,4,,,339,283,22,当前推拉坐标开始,当前推拉坐标终点,,11,10,2,0,87,11,8,107,33,44.62,16.42857143,21,0,210000,28
65,733.3714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,457,528,957,-1950,0,21,0,0,0.277697668,61,operator_top_forward_manual,,10,,,143,15,54,当前推拉坐标开始,当前推拉坐标终点,,11,10,24,0,91,30,25,82,26,44.64,16.42857143,31,0,0,28
65,733.7,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,480,534,949,300,0,3,0,0,0.070427918,44,operator_top_forward_manual,,2,,,140,266,211,当前推拉坐标开始,当前推拉坐标终点,,9,10,22,0,115,8,4,118,8,44.66,16.42857143,58,0,112500,28
65,734.0285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,540,561,953,1350,0,23,0,0,0.516296381,46,operator_top_forward_manual,,9,,,34,26,114,当前推拉坐标开始,当前推拉坐标终点,,8,10,7,0,94,29,12,93,22,44.68,16.42857143,53,0,52500,28
65,734.3571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,474,628,944,3350,0,17,0,0,0.921400281,44,operator_top_forward_manual,,6,,,180,88,149,当前推拉坐标开始,当前推拉坐标终点,,11,10,32,0,89,34,11,81,7,44.7,16.42857143,43,0,100000,28
65,734.6857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,451,535,958,-4650,0,15,0,0,0.868356868,59,operator_top_forward_manual,,0,,,119,6,350,当前推拉坐标开始,当前推拉坐标终点,,8,10,11,0,94,32,9,108,22,44.72,16.42857143,80,0,0,28
65,735.0142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,505,493,954,-2100,0,8,0,0,0.611407605,67,operator_top_forward_manual,,10,,,18,151,150,当前推拉坐标开始,当前推拉坐标终点,,8,10,23,0,83,6,11,82,9,44.74,16.42857143,55,0,127500,28
65,735.3428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,613,506,956,650,0,-2,0,0,0.233940089,69,operator_top_forward_manual,,7,,,18,295,137,当前推拉坐标开始,当前推拉坐标终点,,10,10,1,0,118,5,2,80,34,44.76,16.42857143,98,0,137500,28
65,735.6714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,640,645,952,6950,0,18,0,0,0.67822573,48,operator_top_forward_manual,,10,,,222,331,80,当前推拉坐标开始,当前推拉坐标终点,,11,10,16,0,102,23,32,107,11,44.78,16.42857143,41,0,315000,28
65,736,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,561,638,948,-350,0,1,0,0,0.868069544,85,operator_top_forward_manual,,0,,,31,225,57,当前推拉坐标开始,当前推拉坐标终点,,11,10,2,0,114,5,30,82,17,44.8,16.42857143,44,0,0,28
65,736.3285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,468,452,943,-9300,0,2,0,0,0.665831155,95,operator_top_forward_manual,,1,,,236,80,43,当前推拉坐标开始,当前推拉坐标终点,,8,10,16,0,83,31,20,87,13,44.82,16.42857143,55,0,0,28
65,736.6571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,504,643,946,9550,0,21,0,0,0.250716047,91,operator_top_forward_manual,,8,,,58,173,71,当前推拉坐标开始,当前推拉坐标终点,,10,10,6,0,102,20,10,117,7,44.84,16.42857143,53,0,942500,28
65,736.9857143,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,499,635,957,-400,0,5,0,0,0.658578784,98,operator_top_forward_manual,,3,,,40,6,61,当前推拉坐标开始,当前推拉坐标终点,,8,10,28,0,86,23,1,92,19,44.86,16.42857143,89,0,0,28
65,737.3142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,519,502,958,-6650,0,23,0,0,0.119007856,30,operator_top_forward_manual,,3,,,98,106,24,当前推拉坐标开始,当前推拉坐标终点,,11,10,16,0,80,9,23,108,6,44.88,16.42857143,53,0,0,28
65,737.6428571,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,537,624,947,6100,0,20,0,0,0.650530115,89,operator_top_forward_manual,,8,,,247,78,71,当前推拉坐标开始,当前推拉坐标终点,,8,10,31,0,85,32,20,92,0,44.9,16.42857143,62,0,637500,28
65,737.9714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,611,461,942,-8150,0,3,0,0,0.32304628,45,operator_top_forward_manual,,7,,,58,206,52,当前推拉坐标开始,当前推拉坐标终点,,8,10,5,0,114,4,23,94,9,44.92,16.42857143,87,0,0,28
65,738.3,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,575,508,954,2350,0,15,0,0,0.468940038,55,operator_top_forward_manual,,3,,,0,181,13,当前推拉坐标开始,当前推拉坐标终点,,9,10,26,0,113,1,30,103,3,44.94,16.42857143,75,0,525000,28
65,738.6285714,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,572,601,954,4650,0,10,0,0,0.197275248,49,operator_top_forward_manual,,7,,,325,110,307,当前推拉坐标开始,当前推拉坐标终点,,11,10,13,0,109,11,0,104,18,44.96,16.42857143,31,0,115000,28
65,738.9571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,526,527,942,-3700,0,8,0,0,0.813951323,45,operator_top_forward_manual,,6,,,341,201,25,当前推拉坐标开始,当前推拉坐标终点,,9,10,12,0,115,4,28,115,16,44.98,16.42857143,30,0,0,28
65,739.2857143,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,505,603,951,3800,0,18,0,0,0.177125448,78,operator_top_forward_manual,,10,,,90,126,151,当前推拉坐标开始,当前推拉坐标终点,,11,10,34,0,108,3,7,87,28,45,16.42857143,70,0,375000,28
65,739.6142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,559,549,941,-2700,0,-2,0,0,0.066227753,52,operator_top_forward_manual,,1,,,130,325,127,当前推拉坐标开始,当前推拉坐标终点,,8,10,34,0,116,10,13,95,22,45.02,16.42857143,48,0,0,28
65,739.9428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,562,551,947,100,0,16,0,0,0.819800132,25,operator_top_forward_manual,,9,,,222,311,277,当前推拉坐标开始,当前推拉坐标终点,,11,10,4,0,92,17,27,106,8,45.04,16.42857143,46,0,140000,28
65,740.2714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,488,547,944,-200,0,4,0,0,0.837686629,49,operator_top_forward_manual,,8,,,272,104,299,当前推拉坐标开始,当前推拉坐标终点,,9,10,24,0,113,23,18,107,34,45.06,16.42857143,58,0,0,28
65,740.6,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,552,477,952,-3500,0,13,0,0,0.224175395,94,operator_top_forward_manual,,0,,,230,100,293,当前推拉坐标开始,当前推拉坐标终点,,10,10,6,0,89,5,21,81,26,45.08,16.42857143,58,0,0,28
65,740.9285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,607,638,951,8050,0,23,0,0,0.213681085,76,operator_top_forward_manual,,6,,,285,71,191,当前推拉坐标开始,当前推拉坐标终点,,10,10,31,0,119,24,15,98,15,45.1,16.42857143,63,0,577500,28
65,741.2571429,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,555,500,955,-6900,0,8,0,0,0.030484898,66,operator_top_forward_manual,,6,,,19,282,211,当前推拉坐标开始,当前推拉坐标终点,,9,10,26,0,114,31,34,114,26,45.12,16.42857143,57,0,0,28
65,741.5857143,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,549,587,948,4350,0,5,0,0,0.734231864,41,operator_top_forward_manual,,5,,,163,10,186,当前推拉坐标开始,当前推拉坐标终点,,11,10,12,0,98,21,21,115,6,45.14,16.42857143,47,0,562500,28
65,741.9142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,596,648,956,3050,0,5,0,0,0.42861929,72,operator_top_forward_manual,,4,,,308,358,148,当前推拉坐标开始,当前推拉坐标终点,,10,10,11,0,103,11,28,81,9,45.16,16.42857143,71,0,0,28
65,742.2428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,545,455,947,-9650,0,11,0,0,0.164572858,26,operator_top_forward_manual,,1,,,345,40,234,当前推拉坐标开始,当前推拉坐标终点,,9,10,34,0,96,11,1,86,19,45.18,16.42857143,98,0,0,28
65,742.5714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,531,610,947,7750,0,22,0,0,0.394302606,20,operator_top_forward_manual,,2,,,215,339,289,当前推拉坐标开始,当前推拉坐标终点,,8,10,14,0,101,19,32,94,8,45.2,16.42857143,65,0,870000,28
65,742.9,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,538,451,955,-7950,0,-2,0,0,0.06016157,78,operator_top_forward_manual,,4,,,151,249,240,当前推拉坐标开始,当前推拉坐标终点,,10,10,33,0,111,7,19,115,10,45.22,16.42857143,28,0,0,28
65,743.2285714,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,465,496,955,2250,0,0,0,0,0.737286988,51,operator_top_forward_manual,,7,,,161,331,250,当前推拉坐标开始,当前推拉坐标终点,,9,10,8,0,97,3,7,85,2,45.24,16.42857143,51,0,510000,28
65,743.5571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,452,501,943,250,0,5,0,0,0.65212595,87,operator_top_forward_manual,,8,,,321,232,167,当前推拉坐标开始,当前推拉坐标终点,,10,10,29,0,97,33,20,115,12,45.26,16.42857143,85,0,0,28
65,743.8857143,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,584,560,955,2950,0,14,0,0,0.560257756,43,operator_top_forward_manual,,7,,,331,71,184,当前推拉坐标开始,当前推拉坐标终点,,10,10,10,0,83,1,28,106,1,45.28,16.42857143,84,0,135000,28
65,744.2142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,526,610,947,2500,0,3,0,0,0.260610225,74,operator_top_forward_manual,,3,,,150,260,157,当前推拉坐标开始,当前推拉坐标终点,,9,10,24,0,105,29,14,118,19,45.3,16.42857143,35,0,0,28
65,744.5428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,559,524,942,-4300,0,17,0,0,0.754574483,46,operator_top_forward_manual,,3,,,69,150,330,当前推拉坐标开始,当前推拉坐标终点,,10,10,27,0,113,12,21,83,24,45.32,16.42857143,61,0,0,28
65,744.8714286,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,636,507,945,-850,0,17,0,0,0.673738623,34,operator_top_forward_manual,,4,,,111,330,256,当前推拉坐标开始,当前推拉坐标终点,,10,10,25,0,84,22,16,104,0,45.34,16.42857143,69,0,172500,28
65,745.2,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,558,648,958,7050,0,8,0,0,0.059151624,47,operator_top_forward_manual,,3,,,331,228,294,当前推拉坐标开始,当前推拉坐标终点,,9,10,18,0,83,12,19,109,21,45.36,16.42857143,96,0,395000,28
65,745.5285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,644,617,953,-1550,0,20,0,0,0.980516792,22,operator_top_forward_manual,,8,,,110,303,142,当前推拉坐标开始,当前推拉坐标终点,,9,10,8,0,89,21,12,118,32,45.38,16.42857143,74,0,0,28
65,745.8571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,563,626,940,450,0,9,0,0,0.200002035,28,operator_top_forward_manual,,5,,,298,131,356,当前推拉坐标开始,当前推拉坐标终点,,8,10,27,0,100,29,16,111,21,45.4,16.42857143,49,0,100000,28
65,746.1857143,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,510,475,955,-7550,0,-1,0,0,0.096239662,35,operator_top_forward_manual,,1,,,221,114,118,当前推拉坐标开始,当前推拉坐标终点,,11,10,1,0,104,14,0,82,2,45.42,16.42857143,90,0,0,28
65,746.5142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,607,457,944,-900,0,-2,0,0,0.077867582,95,operator_top_forward_manual,,7,,,271,232,110,当前推拉坐标开始,当前推拉坐标终点,,9,10,11,0,98,6,30,102,22,45.44,16.42857143,35,0,332500,28
65,746.8428571,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,535,633,940,8800,0,17,0,0,0.617415226,40,operator_top_forward_manual,,6,,,185,124,103,当前推拉坐标开始,当前推拉坐标终点,,9,10,9,0,103,6,7,89,13,45.46,16.42857143,73,0,485000,28
65,747.1714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,638,612,955,-1050,0,8,0,0,0.316610555,31,operator_top_forward_manual,,7,,,169,265,51,当前推拉坐标开始,当前推拉坐标终点,,8,10,25,0,103,24,4,91,14,45.48,16.42857143,59,0,0,28
65,747.5,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,467,629,950,850,0,-2,0,0,0.214320172,20,operator_top_forward_manual,,1,,,320,76,132,当前推拉坐标开始,当前推拉坐标终点,,11,10,24,0,96,3,24,116,30,45.5,16.42857143,52,0,95000,28
65,747.8285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,595,536,952,-4650,0,2,0,0,0.857781158,54,operator_top_forward_manual,,5,,,84,261,85,当前推拉坐标开始,当前推拉坐标终点,,10,10,4,0,91,4,8,104,6,45.52,16.42857143,95,0,0,28
65,748.1571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,479,631,957,4750,0,23,0,0,0.510335671,34,operator_top_forward_manual,,8,,,352,278,294,当前推拉坐标开始,当前推拉坐标终点,,11,10,17,0,115,30,19,116,11,45.54,16.42857143,75,0,470000,28
65,748.4857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,589,567,950,-3200,0,14,0,0,0.928988401,78,operator_top_forward_manual,,6,,,74,250,101,当前推拉坐标开始,当前推拉坐标终点,,9,10,20,0,93,10,27,115,24,45.56,16.42857143,43,0,0,28
65,748.8142857,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,570,649,942,4100,0,14,0,0,0.45789554,61,operator_top_forward_manual,,10,,,42,39,57,当前推拉坐标开始,当前推拉坐标终点,,11,10,34,0,98,9,12,113,14,45.58,16.42857143,95,0,365000,28
65,749.1428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,562,631,950,-900,0,-1,0,0,0.346064742,33,operator_top_forward_manual,,7,,,91,210,73,当前推拉坐标开始,当前推拉坐标终点,,8,10,26,0,114,32,34,113,10,45.6,16.42857143,76,0,0,28
65,749.4714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,551,555,940,-3800,0,8,0,0,0.317857845,96,operator_top_forward_manual,,2,,,50,310,305,当前推拉坐标开始,当前推拉坐标终点,,10,10,3,0,90,4,16,112,12,45.62,16.42857143,36,0,0,28
65,749.8,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,507,645,945,4500,0,-3,0,0,0.488145655,62,operator_top_forward_manual,,9,,,217,9,313,当前推拉坐标开始,当前推拉坐标终点,,8,10,11,0,86,28,23,106,20,45.64,16.42857143,23,0,415000,28
65,750.1285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,539,540,946,-5250,0,3,0,0,0.326840721,28,operator_top_forward_manual,,7,,,122,281,115,当前推拉坐标开始,当前推拉坐标终点,,11,10,13,0,86,26,8,95,17,45.66,16.42857143,69,0,0,28
65,750.4571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,455,464,942,-3800,0,1,0,0,0.430268864,81,operator_top_forward_manual,,6,,,55,65,252,当前推拉坐标开始,当前推拉坐标终点,,11,10,27,0,109,27,13,92,20,45.68,16.42857143,38,0,72500,28
65,750.7857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,582,615,952,7550,0,18,0,0,0.772320431,45,operator_top_forward_manual,,8,,,19,39,249,当前推拉坐标开始,当前推拉坐标终点,,9,10,31,0,104,23,0,104,13,45.7,16.42857143,92,0,567500,28
65,751.1142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,545,547,945,-3400,0,8,0,0,0.993951422,97,operator_top_forward_manual,,0,,,217,41,138,当前推拉坐标开始,当前推拉坐标终点,,11,10,20,0,93,5,5,110,20,45.72,16.42857143,43,0,0,28
65,751.4428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,507,544,951,-150,0,11,0,0,0.592027902,21,operator_top_forward_manual,,10,,,353,40,16,当前推拉坐标开始,当前推拉坐标终点,,10,10,4,0,105,0,33,105,27,45.74,16.42857143,36,0,162500,28
65,751.7714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,469,559,957,750,0,5,0,0,0.023427814,55,operator_top_forward_manual,,10,,,39,247,333,当前推拉坐标开始,当前推拉坐标终点,,9,10,20,0,92,31,19,110,19,45.76,16.42857143,28,0,45000,28
65,752.1,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,570,619,949,3000,0,14,0,0,0.417584147,92,operator_top_forward_manual,,3,,,190,82,88,当前推拉坐标开始,当前推拉坐标终点,,9,10,29,0,80,8,12,103,34,45.78,16.42857143,80,0,112500,28
65,752.4285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,563,611,957,-400,0,19,0,0,0.460994815,81,operator_top_forward_manual,,8,,,93,53,44,当前推拉坐标开始,当前推拉坐标终点,,8,10,1,0,110,12,4,114,24,45.8,16.42857143,32,0,0,28
65,752.7571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,633,609,947,-100,0,18,0,0,0.51026842,32,operator_top_forward_manual,,10,,,51,99,247,当前推拉坐标开始,当前推拉坐标终点,,9,10,3,0,83,25,9,101,5,45.82,16.42857143,70,0,15000,28
65,753.0857143,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,507,579,953,-1500,0,3,0,0,0.272092316,21,operator_top_forward_manual,,9,,,200,307,200,当前推拉坐标开始,当前推拉坐标终点,,9,10,22,0,114,12,28,98,21,45.84,16.42857143,49,0,0,28
65,753.4142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,468,466,952,-5650,0,5,0,0,0.199908911,30,operator_top_forward_manual,,2,,,17,333,45,当前推拉坐标开始,当前推拉坐标终点,,8,10,21,0,115,21,27,97,12,45.86,16.42857143,46,0,0,28
65,753.7428571,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,478,626,949,8000,0,14,0,0,0.404807676,31,operator_top_forward_manual,,1,,,78,16,343,当前推拉坐标开始,当前推拉坐标终点,,11,10,32,0,81,14,29,92,21,45.88,16.42857143,24,0,682500,28
65,754.0714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,545,458,948,-8400,0,12,0,0,0.408725958,49,operator_top_forward_manual,,8,,,117,329,282,当前推拉坐标开始,当前推拉坐标终点,,9,10,31,0,88,22,33,83,6,45.9,16.42857143,57,0,0,28
